model_name,event_id,alarm_token_index,onset_token_index,lead_time_tokens,detected
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p008,-47,3,50,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p009,-48,5,53,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p010,-2,3,5,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p011,-20,7,27,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p012,-51,3,54,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p013,-1,3,4,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p014,-5,13,18,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p015,-24,4,28,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p016,-41,3,44,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p017,3,3,0,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p018,-24,3,27,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p019,-16,3,19,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p020,-31,6,37,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p021,-4,3,7,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p022,11,18,7,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p023,-36,3,39,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p024,13,14,1,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p025,-17,3,20,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p026,-13,3,16,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p027,-32,3,35,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p028,-27,3,30,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p029,-48,3,51,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p030,-36,3,39,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p031,-25,8,33,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p032,-20,3,23,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p033,-16,7,23,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p034,-22,3,25,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p035,-16,3,19,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p036,-30,3,33,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p037,-38,3,41,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p038,-19,3,22,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p039,-49,3,52,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p040,-34,3,37,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p041,3,3,0,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p042,-6,3,9,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p043,-40,3,43,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p044,-53,3,56,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p045,-19,3,22,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p046,-11,3,14,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p047,-37,3,40,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p048,3,3,0,True
coney_/gpt-oss_claude-sonnet4.6:latest,coney_/gpt-oss_claude-sonnet4.6:latest_p049,-41,3,44,True
